title	author	year_pub	provider	country	crop	uri	open_access	checked	in_carob	carobid	carob_url	carob_contributor	carob_folder	duplicate	
N2Africa diagnostic trial, 2012	Vanlauwe, Bernard	2020	IITA	TZN,UGA,NGA,GHA	Groundnut, Soybean, Common beans	https://data.iita.org/dataset/n2africa-diagnostic-trial-2012	TRUE	FALSE	FALSE	NA					
N2Africa diagnostic trial, 2015	Vanlauwe, Bernard	2020	IITA	TZN, UGA, NGA, GHA	Groundnut, Soybean, Common beans	https://doi.org/10.25502/1anr-k002	TRUE	FALSE	TRUE	doi_10.25502_1anr-k002.R	https://github.com/efyrouwa/carob/blob/master/scripts/fertilizer/doi_10.25502_1anr-k002.R	EO	fertilizer		
N2Africa diagnostic trial - NGA, 2014	Vanlauwe, Bernard	2020	IITA	NGA	Groundnut, Soybean, Common beans	https://doi.org/10.25502/ezqv-zz19	TRUE	FALSE	FALSE	NA					
N2Africa diagnostic trial - GHA, 2014	Vanlauwe, Bernard	2020	IITA	GHA	Groundnut, Soybean, Common beans	https://doi.org/10.25502/ac6r-kx93	TRUE	FALSE	FALSE	NA					
N2Africa farm monitoring - MWI, 2012 - 2013	Vanlauwe, Bernard	2020	IITA	MWI	Groundnut, Soybean, Common beans	https://doi.org/10.25502/ny1z-w564/d	TRUE	TRUE	TRUE	doi_10.25502_NY1Z-W564_D.R	https://github.com/reagro/carob/blob/master/scripts/fertilizer/doi_10.25502_NY1Z-W564_D.R 	RM	fertilizer		
N2Africa farm monitoring - MOZ, 2012 - 2013	Vanlauwe, Bernard	2020	IITA	MOZ	Groundnut, Soybean, Common beans	https://doi.org/10.25502/hwdb-p578	TRUE	TRUE	TRUE	doi_10.25502_hwdb-p578.R	https://github.com/reagro/carob/blob/master/scripts/fertilizer/doi_10.25502_hwdb-p578.R  	EO	fertilizer		
N2Africa farm monitoring - COD, 2013	Vanlauwe, Bernard	2020	IITA	COD	Groundnut, Soybean, Common beans	 https://doi.org/10.25502/f85a-yy89/d	TRUE	FALSE	FALSE	NA					
N2Africa farm monitoring - MOZ, 2011 - 2012, III	Vanlauwe, Bernard	2020	IITA	MOZ	Groundnut, Soybean, Common beans	https://doi.org/10.25502/dn04-c035	TRUE	TRUE	TRUE	doi_10.25502_dn04-c035.R	https://github.com/reagro/carob/blob/master/scripts/fertilizer/doi_10.25502_dn04-c035.R 	EO	fertilizer		
N2Africa farm monitoring - MOZ, 2011 - 2012, II	Vanlauwe, Bernard	2020	IITA	MOZ	Groundnut, Soybean, Common beans	https://doi.org/10.25502/rwze-cc90	TRUE	FALSE	FALSE	doi_10.25502_rwze-cc90.R	https://github.com/reagro/carob/blob/master/scripts/_removed/doi_10.25502_rwze-cc90.R 	RM	removed		
N2Africa farm monitoring - MOZ, 2011 - 2012	Vanlauwe, Bernard	2020	IITA	MOZ	Groundnut, Soybean, Common beans	https://doi.org/10.25502/jhrj-9423	TRUE	TRUE	TRUE	doi_10.25502_JHRJ-9423.R	https://github.com/reagro/carob/blob/master/scripts/_pending/doi_10.25502_JHRJ-9423.R 	 EO	pending		
N2Africa farm monitoring - MWI, 2011 - 2012	Vanlauwe, Bernard	2020	IITA	MWI	Groundnut, Soybean, Common beans	https://doi.org/10.25502/14m8-cs44/d	TRUE	TRUE	TRUE	doi_10.25502_14m8-cs44_d.R	https://github.com/reagro/carob/blob/master/scripts/fertilizer/doi_10.25502_14m8-cs44_d.R 	RM	fertilizer		
N2Africa farm monitoring - MWI, 2010 - 2011	Vanlauwe, Bernard	2020	IITA	MWI	Groundnut, Soybean, Common beans	https://doi.org/10.25502/8yq1-dm57/d	TRUE	FALSE	FALSE	NA					
N2Africa farm monitoring 2- COD, 2012	Vanlauwe, Bernard	2020	IITA	COD	Groundnut, Soybean, Common beans	https://doi.org/10.25502/szez-6j32/d	TRUE	FALSE	FALSE	NA					
N2Africa farm monitoring 1 - COD, 2012	Vanlauwe, Bernard	2020	IITA	COD	Groundnut, Soybean, Common beans	https://doi.org/10.25502/5ajx-pq55/d	TRUE	FALSE	FALSE	NA					
N2Africa demonstration trial, 2012 - 2019	Vanlauwe, Bernard	2020	IITA	NGA, GHA, MOZ, KEN, MWI, UGA, TZN, ETH	Groundnut, Soybean, Common beans	https://doi.org/10.25502/jnpx-d405	TRUE	FALSE	FALSE	NA					
Response of Groundnut to plant density and phosphorous application in the sudan savanna zone of Wudil, NGA.	Hakeem Ayinde Ajeigbe (ICRISAT)	2019	ICRISAT	NGA	Groundnut	https://doi.org/10.21421/D2/5O93XX	TRUE	TRUE	TRUE	doi_10.21421_D2_5O93XX.R	https://github.com/reagro/carob/blob/master/scripts/fertilizer/doi_10.21421_D2_5O93XX.R 	EGB	fertilizer		
Response of Groundnut to plant density and phosphorous application in the sudan savanna zone of Wudil, NGA.	Hakeem Ayinde Ajeigbe (ICRISAT)	2019	ICRISAT	NGA	Groundnut	https://doi.org/10.21421/D2/01WXFG	TRUE	TRUE	TRUE	doi_10.21421_D2_01WXFG.R	https://github.com/reagro/carob/blob/master/scripts/fertilizer/doi_10.21421_D2_01WXFG.R 	SM	fertilizer		
Sorghum productivity and water use under phosphorus fertilization in the sudan savanna of NGA	Hakeem Ayinde Ajeigbe (ICRISAT)	2019	ICRISAT	NGA	Sorghum	https://doi.org/10.21421/D2/EYFR2F	TRUE	TRUE	TRUE	doi_10.21421_D2_EYFR2F.R	https://github.com/reagro/carob/blob/master/scripts/fertilizer/doi_10.21421_D2_EYFR2F.R	SM	fertilizer		
Productivity and water use efficiency of Sorghum [Sorghum bicolor (L.) Moench] grown under different nitrogen applications in Sudan Savanna Zone, NGA	Hakeem Ayinde Ajeigbe (ICRISAT)	2019	ICRISAT	NGA	Sorghum	https://doi.org/10.21421/D2/FATVHT	TRUE	TRUE	TRUE	doi_10.21421_D2_FATVHT.R	https://github.com/reagro/carob/blob/master/scripts/fertilizer/doi_10.21421_D2_FATVHT.R 	EGB	fertilizer		
Response of Groundnut to Plant Density and Phosphorous application in the Sudan Savanna zone of NGA	Hakeem Ayinde Ajeigbe (ICRISAT)	2019	ICRISAT	NGA	Groundnut	https://doi.org/10.21421/D2/STACVA	TRUE	TRUE	TRUE	doi_10.21421_D2_STACVA.R	https://github.com/reagro/carob/blob/master/scripts/fertilizer/doi_10.21421_D2_STACVA.R 	SM	fertilizer		
Response of Groundnut to Plant Density and Phosphorous application in the Sudan Savanna zone of NGA, Minjibir.	Hakeem Ayinde Ajeigbe (ICRISAT)	2019	ICRISAT	NGA	Groundnut	https://doi.org/10.21421/D2/YAJKSE	TRUE	TRUE	TRUE	doi_10.21421_D2_YAJKSE.R	https://github.com/reagro/carob/blob/master/scripts/fertilizer/doi_10.21421_D2_YAJKSE.R 	SM	fertilizer		
Sorghum productivity and water use under Phosphorus fertilization in the Sudan savanna of NGA	Hakeem Ayinde Ajeigbe (ICRISAT)	2019	ICRISAT	NGA	Groundnut	https://doi.org/10.21421/D2/YDFJOB	TRUE	TRUE	TRUE	doi_10.21421_D2_YDFJOB.R	carob/doi_10.21421_D2_YDFJOB.R at master · reagro/carob · GitHub	SM	fertilizer		
Replication data for: Integration of legume trees in Maize-based cropping systems improves rain use efficiency and yield stability under rain-fed agriculture	Gudeta W Sileshi (World Agroforestry Centre)	2011	World Agroforestry Centre	ZMB, NGA	Maize	https://doi.org/10.34725/DVN/FUZDMU	TRUE	TRUE	TRUE	doi_10.34725_DVN_FUZDMU.R	carob/doi_10.34725_DVN_FUZDMU.R at master · reagro/carob · GitHub	RH	fertilizer		
Impact of NPK fertilization on upland Rice yield, NIC	Siles, Pablo (International Center for Tropical Agriculture - CIAT)	2020	CIAT	NIC	Rice	https://doi.org/10.7910/DVN/H0HUSY	TRUE	TRUE	TRUE	doi_10.7910_DVN_H0HUSY.R	https://github.com/reagro/carob/blob/master/scripts/fertilizer/doi_10.7910_DVN_H0HUSY.R 	JMJ	fertilizer		
Response of Maize to N and P in two trials in UGA	Sommer, Rolf (International Center for Tropical Agriculture - CIAT)	2019	CIAT	UGA	Maize	https://doi.org/10.7910/DVN/LJPW4O	TRUE	TRUE	TRUE	doi_10.7910_DVN_LJPW4O.R	https://github.com/reagro/carob/blob/master/scripts/fertilizer/doi_10.7910_DVN_LJPW4O.R	EGB	fertilizer		
Replication Data for: Response of Maize to blended fertilizer	Atnafu, Obsa (ETHn Institute of Agricultural Research, Jimma Agricultural Research Center, Natural Resource Management)	2020	(ETHn Institute of Agricultural Research, Jimma Agricultural Research Center, Natural Resource Management)	ETH	Maize	https://doi.org/10.7910/DVN/LTS278	TRUE	TRUE	TRUE	doi_10.7910_DVN_LTS278.R	https://github.com/reagro/carob/blob/master/scripts/fertilizer/doi_10.7910_DVN_LTS278.R	SM	fertilizer		
2016 Africa-wide Breeding Task Force Trials for Rainfed Upland - MET	Fofana, Mamadou (Africa Rice Center)	2017	Africa Rice Center	BEN, BFA, CÃ´te d'Ivoire, GIN, MLI, NGA	Maize	https://doi.org/10.7910/DVN/OF7M9D	TRUE	TRUE	TRUE	doi_10.7910_DVN_OF7M9D.R	https://github.com/reagro/carob/blob/master/scripts/variety_trials/doi_10.7910_DVN_OF7M9D.R  	EGB	variety_trials		
TZ TAMASA APS 2016 Yield MetaData	Masuki, Kenneth (CIMMYT)	2019	CIMMYT	TZN	Maize	https://hdl.handle.net/11529/10548235	TRUE	TRUE	TRUE	hdl_11529_10548235.R	https://github.com/reagro/carob/blob/master/scripts/crop_cuts/hdl_11529_10548235.R 	EGB	crop_cuts		
TAMASA TZ APS 2017 CC MaizeYield v3	Craufurd, Peter (CIMMYT)	2019	CIMMYT	TZN	Maize	https://hdl.handle.net/11529/10548242	TRUE	TRUE	TRUE	hdl_11529_10548242.R	https://github.com/reagro/carob/blob/master/scripts/crop_cuts/hdl_11529_10548242.R 	EGB	crop_cuts		
Durum Wheat performance (10 years of data) and grain quality (three years of data) with two tillage and two sowing irrigation practices under five nitrogen fertilizer treatments in northwestern MEX	Verhulst, Nele (CIMMYT)	2021	CIMMYT	MEX	Wheat	https://hdl.handle.net/11529/10548582	TRUE	TRUE	TRUE	hdl_11529_10548582.R	https://github.com/reagro/carob/blob/master/scripts/fertilizer/hdl_11529_10548582.R  	EGB	fertilizer		
Determination of rate and timing of N application on bread Wheat	Ayalew, Baye (Amhara Regional Agricultural Research Institute, Gondar Agricultural Research Center - ARARI-GARC)	2020	ICARDA	ETH	Wheat	https://hdl.handle.net/20.500.11766.1/FK2/LYKEFM	TRUE	TRUE	TRUE	hdl_20.500.11766.1_FK2_LYKEFM.R  	https://github.com/reagro/carob/blob/master/scripts/fertilizer/hdl_20.500.11766.1_FK2_LYKEFM.R	EGB	fertilizer		
A database of previously published studies for a systematic review on site-specific nutrient management in Africa and Asia	Chivenge, Pauline (IRRI)	2021	IRRI	IDN, GHA, BGD, IND, China, NPL, Philippines, Vietnam, SEN, Thailand, BFA	Rice, Wheat, Maize	https://doi.org/10.7910/DVN/H23MVL	TRUE	FALSE	FALSE						
Data on long-term effects of tillage, phosphorus fertilization and crop rotation on pearl millet–cowpea productivity in the West-African Sahel	Vincent Bado, , & Prakash Gangashetty	2019	ICRISAT	NER	pearl millet	https://doi.org/10.21421/D2/AVKD0T	TRUE	TRUE	TRUE	doi_10.21421_D2_AVKD0T.R	https://github.com/reagro/carob/blob/master/scripts/_pending/doi_10.21421_D2_AVKD0T.R  	EGB	pending		
Grain Yield and Other Agronomic Traits of International Maize Trials – GIN, 1993 - 2014	Menkir, A	2018	IITA	GIN	Maize	https://doi.org/10.25502/20180730/0930/MA	TRUE	TRUE	TRUE	doi_10.25502_20180730_0930_MA.R 	https://github.com/reagro/carob/blob/master/scripts/_pending/doi_10.25502_20180730_0930_MA.R 	RH	pending		
Grain Yield and Other Agronomic Traits of International Maize Trials – CMR, 1989 - 2002	Menkir, A. & Olufisola Oladipo.	2018	IITA	CMR	Maize	https://doi.org/10.25502/20180716/0907/MA	TRUE	TRUE	TRUE	doi_10.25502_20180716_0907_MA.R	https://github.com/reagro/carob/blob/master/scripts/international_maize_trials/doi_10.25502_20180716_0907_MA.R  	RH	international_maize_trials		
Grain Yield and Other Agronomic Traits of International Maize Trials – GMB, 1993 - 2015	Menkir, A	2018	IITA	GMB	Maize	https://doi.org/10.25502/20180730/0838/MA	TRUE	TRUE	TRUE	doi_10.25502_20180730_0838_MA.R	https://github.com/reagro/carob/blob/master/scripts/international_maize_trials/doi_10.25502_20180730_0838_MA.R 	RH	international_maize_trials		
Grain Yield and Other Agronomic Traits of International Maize Trials – SLE, 1990 - 2013	Menkir, A	2018	IITA	SLE	Maize	https://doi.org/10.25502/20180730/1354/MA	TRUE	TRUE	TRUE	doi_10.25502_20180730_1354_MA.R	https://github.com/reagro/carob/blob/master/scripts/international_maize_trials/doi_10.25502_20180730_1354_MA.R 	RH	international_maize_trials		
Grain Yield and Other Agronomic Traits of International Maize Trials – ZWE, 1989 - 2008	Menkir, A	2018	IITA	ZWE	Maize	https://doi.org/10.25502/20180730/1608/MA	TRUE	TRUE	TRUE	doi_10.25502_20180730_1608_MA.R	https://github.com/reagro/carob/blob/master/scripts/international_maize_trials/doi_10.25502_20180730_1608_MA.R 	RH	international_maize_trials		
Grain Yield and Other Agronomic Traits of International Maize Trials – Republic of BEN, 2016	Menkir, A	2018	IITA	BEN	Maize	https://doi.org/10.25502/20180830/1745/MA	TRUE	TRUE	TRUE	doi_10.25502_20180830_1745_MA.R	https://github.com/reagro/carob/blob/master/scripts/international_maize_trials/doi_10.25502_20180830_1745_MA.R 	RH	international_maize_trials		
28th High Rainfall Wheat Yield Trial	Singh, Ravi; Payne, Thomas,	2021	CIMMYT	ETH, MEX	Wheat	https://hdl.handle.net/11529/10548587	TRUE	TRUE	TRUE	hdl_11529_10548587.R	https://github.com/reagro/carob/blob/master/scripts/wheat_yield/hdl_11529_10548587.R 	AS 	wheat_yield		
Data from: Estimating Maize harvest index and nitrogen concentrations in grain and residue using globally available data	Ludemann, Cameron	2022	International Fertilizer Association	31 countries	Maize	https://doi.org/10.5061/dryad.j3tx95xhc	TRUE	TRUE	TRUE	doi_10.5061_dryad.j3tx95xhc.R	https://github.com/reagro/carob/blob/master/scripts/fertilizer/doi_10.5061_dryad.j3tx95xhc.R	EGB	fertilizer		
TAMASA ETH. Yield, soil and agronomy data from 70 farmers’ Maize fields in Bako, ETH, 2015 season.	Balemi T. and Kebede M., Tufa T., and Gurumu G.. 	2017	CIMMYT	ETH	Maize	https://hdl.handle.net/11529/11020 	TRUE	TRUE	TRUE	hdl_11529_11020.R	https://github.com/reagro/carob/blob/master/scripts/fertilizer/hdl_11529_11020.R   	EGB	fertilizer		
Replication data for: Can Integration of Legume Trees Increase Yield Stability in Rainfed Maize Cropping Systems in Southern Africa?	Sileshi, G	2014	World Agroforestry Centre	MWI, ZMB	Maize	https://doi.org/10.34725/DVN/25746	TRUE	FALSE	FALSE						
Non-responsiveness of crops to fertilizers under some soils in sub-Saharan Africa	Kihara, Job	2020	CIAT	ETH, KEN, NGA , MWI, TZA, MLI, TGO, CIV, BEN , ZMB, SDN, GHA, ZMB, CMR,  MOZ, SLE	Maize, Sorghum, Cowpea, Rice, Wheat , Faba bean, Soybean, Teff	https://doi.org/10.7910/DVN/GXUNAZ	TRUE	TRUE	TRUE	doi_10.7910_DVN_GXUNAZ	https://github.com/reagro/carob/blob/master/scripts/fertilizer/doi_10.7910_DVN_GXUNAZ.R	RM	fertilizer		
Data from: Maize-nutrient response information applied across Sub-Saharan Africa	Wortmann Charles	2020	University of Nebraska - Lincoln		Maize	https://doi.org/10.5061/dryad.tt6h5h1	FALSE	FALSE	in progress						
A database of previously published studies for a systematic review on site-specific nutrient management in Africa and Asia	Chivenge, P.	2021	IRRI	Africa/Asia	Rice	https://doi.org/10.7910/DVN/H23MVL	FALSE	FALSE	FALSE						
Data from: Bean yield and economic response to fertilizer in eastern and southern Africa	Kaizzi, K. C.	2018	NARL	KEN, MOZ, RWA, TZA, ZMB	Common Bean	https://doi.org/10.5061/dryad.q8p95mg	FALSE	FALSE	in progress	NA		RM			
Data from: Effects of fertilizer on inorganic soil N in East Africa maize systems: vertical distributions and temporal dynamics	Tully, K. L.	2016	Univeristy of Maryland	KEN, TZA		https://doi.org/10.5061/dryad.5qr62	FALSE	FALSE	FALSE						
Global Wheat Program; IWIN Collaborators	Singh, Ravi; Payne, Thomas	2019	CIMMYT	EGY, TUR,BGD,IND,NPL,MEX,PAK	wheat	https://hdl.handle.net/11529/10548063	TRUE	TRUE	TRUE	hdl_11529_10548063.R	https://github.com/reagro/carob/blob/master/scripts/wheat_yield/hdl_11529_10548063.R	AS	wheat_yield		
Global Wheat Program; IWIN Collaborators	Singh, Ravi; Payne, Thomas	2019	CIMMYT	ETH,KEN,AGO,EGY,MAR,AFG,BGD,PAK,IND,TUR,IRN,CAN,ARG,BOL,HUN,POL,UKR,CHE,PRT	wheat	https://hdl.handle.net/11529/10548202	TRUE	TRUE	TRUE	hdl_11529_10548202.R	https://github.com/reagro/carob/blob/master/scripts/wheat_yield/hdl_11529_10548202.R	AS	wheat_yield		
Global Wheat Program; IWIN Collaborators	Singh, Ravi; Payne, Thomas	2019	CIMMYT	CAN,KEN,EGY,AFG,IND,NPL,PAK,MEX,BRA,ARG,UKR,PRT,ZAF,ZWE,BDI,SYR,CHL,URY,COL,ECU,ROU,ESP	wheat	https://hdl.handle.net/11529/10548202	TRUE	TRUE	TRUE	hdl_11529_10548204.R	https://github.com/reagro/carob/blob/master/scripts/wheat_yield/hdl_11529_10548204.R	AS	wheat_yield		
Global Wheat Program; IWIN Collaborators	Singh, Ravi; Payne, Thomas	2019	CIMMYT	AFG, ARG,BGD,BOL,BRA,EGY,FRA,IND,IRN,MEX,ROU,ESP,CHE,TUR,USA,URY,PRK	wheat	https://hdl.handle.net/11529/10548206 	TRUE	TRUE	TRUE	hdl_11529_10548206.R	https://github.com/reagro/carob/blob/master/scripts/wheat_yield/hdl_11529_10548206.R	AS	wheat_yield		
Global Wheat Program; IWIN Collaborators	Singh, Ravi; Payne, Thomas	2019	CIMMYT	ARG,BRA,BUL,IND,MEX,PRK,PRT,TUR,UKR,USA,URY,CHN,DEU,SOM,SRB,KOR	wheat	https://hdl.handle.net/11529/10548207 	TRUE	TRUE	TRUE	hdl_11529_10548207.R	https://github.com/reagro/carob/blob/master/scripts/wheat_yield/hdl_11529_10548207.R	AS	wheat_yield		
Global Wheat Program; IWIN Collaborators	Singh, Ravi; Payne, Thomas	2019	CIMMYT	ARG,BOL,BRA,BDI,IND,IRN,JPN,MEX,MON,MAR,PRY,SRB,CHE,TUN,UKR,USA,URY,ZWE,LBN,MDA	wheat	https://hdl.handle.net/11529/10548208 	TRUE	TRUE	TRUE	hdl_11529_10548208.R	https://github.com/reagro/carob/blob/master/scripts/wheat_yield/hdl_11529_10548208.R	AS	wheat_yield		
Global Wheat Program; IWIN Collaborators	Singh, Ravi; Payne, Thomas	2019	CIMMYT	IRN,PRT,MSXRB,ZAF,TUR,UGA,URY,ZWE,IND,ITA,MNG,MAR,TUN	wheat	https://hdl.handle.net/11529/10548210 	TRUE	TRUE	TRUE	hdl_11529_10548210.R	https://github.com/reagro/carob/blob/master/scripts/wheat_yield/hdl_11529_10548210.R	AS	wheat_yield		
Global Wheat Program; IWIN Collaborators	Singh, Ravi; Payne, Thomas	2019	CIMMYT	IND,IRN,JPN,MEX,ARG,CAN,EGY,ETH,PAK,PRT,ZAF,SUD,TUR,UKR,URY,PRY,MMR	wheat	https://hdl.handle.net/11529/10548225 	TRUE	TRUE	TRUE	hdl_11529_10548225.R	https://github.com/reagro/carob/blob/master/scripts/wheat_yield/hdl_11529_10548225.R	AS	wheat_yield		
Global Wheat Program; IWIN Collaborators	Singh, Ravi; Payne, Thomas	2019	CIMMYT	BGD,CAN,EGY,ETH,IND,IRN,MEX,PAK,PRY,PRT,TUR	wheat	https://hdl.handle.net/11529/10548587 	TRUE	TRUE	TRUE	hdl_11529_10548587.R	https://github.com/reagro/carob/blob/master/scripts/wheat_yield/hdl_11529_10548587.R	AS	wheat_yield		
Global Wheat Program; IWIN Collaborators	Singh, Ravi; Payne, Thomas	2019	CIMMYT	BGD,CAN,EGY,ETH,IND,IRN,MEX,PAK,ZAF,TUR,UKR	wheat	https://hdl.handle.net/11529/10548645 	TRUE	TRUE	TRUE	hdl_11529_10548645.R	https://github.com/reagro/carob/blob/master/scripts/wheat_yield/hdl_11529_10548645.R	AS	wheat_yield		
Global Wheat Program; IWIN Collaborators	Singh, Ravi; Payne, Thomas	2019	CIMMYT	BGD,EGY,IND,MEX,NPL,PAK,TUR	wheat	https://hdl.handle.net/11529/10548702	TRUE	TRUE	TRUE	hdl_11529_10548702.R	https://github.com/reagro/carob/blob/master/scripts/wheat_yield/hdl_11529_10548702.R	AS	wheat_yield		
Global Wheat Program; IWIN Collaborators	Singh, Ravi; Payne, Thomas	2019	CIMMYT	Global	wheat	https://hdl.handle.net/11529/10548247	TRUE	TRUE	FALSE						
Global Wheat Program; IWIN Collaborators	Singh, Ravi; Payne, Thomas	2019	CIMMYT	Global	wheat	https://hdl.handle.net/11529/10548246	TRUE	TRUE	FALSE						
Global Wheat Program; IWIN Collaborators	Singh, Ravi; Payne, Thomas	2019	CIMMYT	Global	wheat	https://hdl.handle.net/11529/10548227	TRUE	TRUE	FALSE						
Global Wheat Program; IWIN Collaborators	Singh, Ravi; Payne, Thomas	2019	CIMMYT	Global	wheat	https://hdl.handle.net/11529/10548524	TRUE	TRUE	FALSE						
Global Wheat Program; IWIN Collaborators	Singh, Ravi; Payne, Thomas	2019	CIMMYT	Global	wheat	https://hdl.handle.net/11529/10548194	TRUE	TRUE	FALSE						
Global Wheat Program; IWIN Collaborators	Singh, Ravi; Payne, Thomas	2019	CIMMYT	Global	wheat	https://hdl.handle.net/11529/10548205	TRUE	TRUE	FALSE						
Global Wheat Program; IWIN Collaborators	Singh, Ravi; Payne, Thomas	2019	CIMMYT	Global	wheat	https://hdl.handle.net/11529/10548211	TRUE	TRUE	FALSE						
Global Wheat Program; IWIN Collaborators	Singh, Ravi; Payne, Thomas	2019	CIMMYT	Global	wheat	https://hdl.handle.net/11529/10548588	TRUE	TRUE	FALSE						
Global Wheat Program; IWIN Collaborators	Singh, Ravi; Payne, Thomas	2019	CIMMYT	Global	wheat	https://hdl.handle.net/11529/10548209	TRUE	TRUE	FALSE						
Global Wheat Program; IWIN Collaborators	Singh, Ravi; Payne, Thomas	2019	CIMMYT	Global	wheat	https://hdl.handle.net/11529/10548213	TRUE	TRUE	FALSE						
Global Wheat Program; IWIN Collaborators	Singh, Ravi; Payne, Thomas	2019	CIMMYT	Global	wheat	https://hdl.handle.net/11529/10548223	TRUE	TRUE	FALSE						
Global Wheat Program; IWIN Collaborators	Singh, Ravi; Payne, Thomas	2019	CIMMYT	Global	wheat	https://hdl.handle.net/11529/10548226	TRUE	TRUE	FALSE						
Global Wheat Program; IWIN Collaborators	Singh, Ravi; Payne, Thomas	2019	CIMMYT	Global	wheat	https://hdl.handle.net/11529/10548536	TRUE	TRUE	FALSE						
Global Wheat Program; IWIN Collaborators	Singh, Ravi; Payne, Thomas	2019	CIMMYT	Global	wheat	https://hdl.handle.net/11529/10548212	TRUE	TRUE	FALSE						
Global Wheat Program; IWIN Collaborators	Singh, Ravi; Payne, Thomas	2019	CIMMYT	Global	wheat	https://hdl.handle.net/11529/10548224	TRUE	TRUE	FALSE						
Global Wheat Program; IWIN Collaborators	Singh, Ravi; Payne, Thomas	2019	CIMMYT	Global	wheat	https://hdl.handle.net/11529/10548192	TRUE	TRUE	FALSE						
Global Wheat Program; IWIN Collaborators	Singh, Ravi; Payne, Thomas	2019	CIMMYT	Global	wheat	https://hdl.handle.net/11529/10548193	TRUE	TRUE	FALSE						
Global Wheat Program; IWIN Collaborators	Singh, Ravi; Payne, Thomas	2019	CIMMYT	Global	wheat	https://hdl.handle.net/11529/10548314	TRUE	TRUE	FALSE						
Global Wheat Program; IWIN Collaborators	Singh, Ravi; Payne, Thomas	2019	CIMMYT	Global	wheat	https://hdl.handle.net/11529/10548701	TRUE	TRUE	FALSE						
Global Wheat Program; IWIN Collaborators	Singh, Ravi; Payne, Thomas	2019	CIMMYT	Global	wheat	https://hdl.handle.net/11529/10397	TRUE	TRUE	FALSE						
Global Wheat Program; IWIN Collaborators	Singh, Ravi; Payne, Thomas	2019	CIMMYT	Global	wheat	https://hdl.handle.net/11529/10548346	TRUE	TRUE	FALSE						
Global Wheat Program; IWIN Collaborators	Singh, Ravi; Payne, Thomas	2019	CIMMYT	Global	wheat	https://hdl.handle.net/11529/10548347	TRUE	TRUE	FALSE						
Global Wheat Program; IWIN Collaborators	Singh, Ravi; Payne, Thomas	2019	CIMMYT	Global	wheat	https://hdl.handle.net/11529/10548350	TRUE	TRUE	FALSE						
Global Wheat Program; IWIN Collaborators	Singh, Ravi; Payne, Thomas	2019	CIMMYT	Global	wheat	https://hdl.handle.net/11529/10548349	TRUE	TRUE	FALSE						
Global Wheat Program; IWIN Collaborators	Singh, Ravi; Payne, Thomas	2019	CIMMYT	Global	wheat	https://hdl.handle.net/11529/10548351	TRUE	TRUE	FALSE						
Global Wheat Program; IWIN Collaborators	Singh, Ravi; Payne, Thomas	2019	CIMMYT	Global	wheat	https://hdl.handle.net/11529/10404	TRUE	TRUE	FALSE						
Global Wheat Program; IWIN Collaborators	Singh, Ravi; Payne, Thomas	2019	CIMMYT	Global	wheat	https://hdl.handle.net/11529/10400	TRUE	TRUE	FALSE						
Global Wheat Program; IWIN Collaborators	Singh, Ravi; Payne, Thomas	2019	CIMMYT	Global	wheat	https://hdl.handle.net/11529/10548343	TRUE	TRUE	FALSE						
Global Wheat Program; IWIN Collaborators	Singh, Ravi; Payne, Thomas	2019	CIMMYT	Global	wheat	https://hdl.handle.net/11529/10548584	TRUE	TRUE	FALSE						
Global Wheat Program; IWIN Collaborators	Singh, Ravi; Payne, Thomas	2019	CIMMYT	Global	wheat	https://hdl.handle.net/11529/10403	TRUE	TRUE	FALSE						
Global Wheat Program; IWIN Collaborators	Singh, Ravi; Payne, Thomas	2019	CIMMYT	Global	wheat	https://hdl.handle.net/11529/10402	TRUE	TRUE	FALSE						
Global Wheat Program; IWIN Collaborators	Singh, Ravi; Payne, Thomas	2019	CIMMYT	Global	wheat	https://hdl.handle.net/11529/10401	TRUE	TRUE	FALSE						
Global Wheat Program; IWIN Collaborators	Singh, Ravi; Payne, Thomas	2019	CIMMYT	Global	wheat	https://hdl.handle.net/11529/10988	TRUE	TRUE	FALSE						
Global Wheat Program; IWIN Collaborators	Singh, Ravi; Payne, Thomas	2019	CIMMYT	Global	wheat	https://hdl.handle.net/11529/10548041	TRUE	TRUE	FALSE						
Global Wheat Program; IWIN Collaborators	Singh, Ravi; Payne, Thomas	2019	CIMMYT	Global	wheat	https://hdl.handle.net/11529/10989	TRUE	TRUE	FALSE						
Global Wheat Program; IWIN Collaborators	Singh, Ravi; Payne, Thomas	2019	CIMMYT	Global	wheat	https://hdl.handle.net/11529/10548345	TRUE	TRUE	FALSE						
Global Wheat Program; IWIN Collaborators	Singh, Ravi; Payne, Thomas	2019	CIMMYT	Global	wheat	https://hdl.handle.net/11529/10548538	TRUE	TRUE	FALSE						
Global Wheat Program; IWIN Collaborators	Singh, Ravi; Payne, Thomas	2019	CIMMYT	Global	wheat	https://hdl.handle.net/11529/10271	TRUE	TRUE	FALSE						
Global Wheat Program; IWIN Collaborators	Singh, Ravi; Payne, Thomas	2019	CIMMYT	Global	wheat	https://hdl.handle.net/11529/10293	TRUE	TRUE	FALSE						
Global Wheat Program; IWIN Collaborators	Singh, Ravi; Payne, Thomas	2019	CIMMYT	Global	wheat	https://hdl.handle.net/11529/10297	TRUE	TRUE	FALSE						
